measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Sub-Saharan Africa - WB,Both,50 to 74 years,Malaria,Number,2016,101471.064974867,205987.69727636347,41591.11154147395
Deaths,Sub-Saharan Africa - WB,Both,75 plus,Malaria,Number,2016,13493.187648230229,28065.86465090258,5237.262662235625
Deaths,South Asia - WB,Both,Under 5,Malaria,Number,2016,12576.396411565072,20256.68362966972,7228.5633874636505
Deaths,South Asia - WB,Both,5-14 years,Malaria,Number,2016,9112.577723369695,15541.619234081681,4942.973507960797
Deaths,South Asia - WB,Both,15-49 years,Malaria,Number,2016,8691.476229535285,16584.860889476142,4367.9897754200665
Deaths,South Asia - WB,Both,50 to 74 years,Malaria,Number,2016,8473.712385130473,16757.15110946702,4347.509958922735
Deaths,South Asia - WB,Both,75 plus,Malaria,Number,2016,827.9391123829527,1647.3833458166423,411.14181928168057
Deaths,East Asia & Pacific - WB,Both,Under 5,Malaria,Number,2009,3868.4375827855038,7918.955963751572,1688.6607664684566
Deaths,East Asia & Pacific - WB,Both,5-14 years,Malaria,Number,2009,1689.3242238348123,3278.5645052378004,739.2051314265494
Deaths,East Asia & Pacific - WB,Both,15-49 years,Malaria,Number,2009,8666.502701006078,16554.101435363616,3858.824333468055
Deaths,East Asia & Pacific - WB,Both,50 to 74 years,Malaria,Number,2009,5290.746176635429,10746.135269915887,2226.48172711996
Deaths,East Asia & Pacific - WB,Both,75 plus,Malaria,Number,2009,147.37857362183703,304.08811138606507,61.11884671473943
Deaths,North America,Both,Under 5,Malaria,Number,2016,0.0,0.0,0.0
Deaths,North America,Both,5-14 years,Malaria,Number,2016,0.0,0.0,0.0
Deaths,North America,Both,15-49 years,Malaria,Number,2016,0.0,0.0,0.0
Deaths,North America,Both,50 to 74 years,Malaria,Number,2016,0.0,0.0,0.0
Deaths,North America,Both,75 plus,Malaria,Number,2016,0.0,0.0,0.0
Deaths,Sub-Saharan Africa - WB,Both,Under 5,Malaria,Number,2009,558149.0778066645,875599.4740949266,303642.0169538363
Deaths,Sub-Saharan Africa - WB,Both,5-14 years,Malaria,Number,2009,35186.41542793362,55562.45207572938,18135.31609406699
Deaths,Sub-Saharan Africa - WB,Both,15-49 years,Malaria,Number,2009,101947.67534312441,166425.52436011174,52464.36886846494
Deaths,Sub-Saharan Africa - WB,Both,50 to 74 years,Malaria,Number,2009,121980.78026992286,198334.88087292045,62891.59140682843
Deaths,Sub-Saharan Africa - WB,Both,75 plus,Malaria,Number,2009,7655.849505578098,13420.753618510493,3540.2210292573363
Deaths,Europe & Central Asia - WB,Both,Under 5,Malaria,Number,2017,0.0,0.0,0.0
Deaths,Europe & Central Asia - WB,Both,5-14 years,Malaria,Number,2017,0.0,0.0,0.0
Deaths,Europe & Central Asia - WB,Both,15-49 years,Malaria,Number,2017,0.0,0.0,0.0
Deaths,Europe & Central Asia - WB,Both,50 to 74 years,Malaria,Number,2017,0.0,0.0,0.0
Deaths,Europe & Central Asia - WB,Both,75 plus,Malaria,Number,2017,0.0,0.0,0.0
Deaths,Latin America & Caribbean - WB,Both,Under 5,Malaria,Number,2017,134.93422714914183,275.6004190639935,54.980966508309315
Deaths,Latin America & Caribbean - WB,Both,5-14 years,Malaria,Number,2017,82.31894006344739,163.69188979524301,34.27380189232997
Deaths,Latin America & Caribbean - WB,Both,15-49 years,Malaria,Number,2017,610.6924399291233,1242.2958228028788,261.45784020516464
Deaths,Latin America & Caribbean - WB,Both,50 to 74 years,Malaria,Number,2017,265.73634360000904,542.5940543075317,110.39856909371943
Deaths,Latin America & Caribbean - WB,Both,75 plus,Malaria,Number,2017,22.13787061222778,44.63461840816711,9.17218509320607
Deaths,Middle East & North Africa - WB,Both,Under 5,Malaria,Number,2017,93.34803885136678,260.7563053848564,19.590441462335676
Deaths,Middle East & North Africa - WB,Both,5-14 years,Malaria,Number,2017,48.6574433932676,147.52181468067167,7.2680931273808165
Deaths,Middle East & North Africa - WB,Both,15-49 years,Malaria,Number,2017,3532.619946596001,8995.689536600668,460.4481531753061
Deaths,Middle East & North Africa - WB,Both,50 to 74 years,Malaria,Number,2017,1124.3596026682826,3447.6686471020193,109.27020469137695
Deaths,Middle East & North Africa - WB,Both,75 plus,Malaria,Number,2017,158.00126453902908,497.7281931669521,13.963418936213937
Deaths,South Asia - WB,Both,Under 5,Malaria,Number,2017,10254.440757254102,17069.174618729445,5726.674225335553
Deaths,South Asia - WB,Both,5-14 years,Malaria,Number,2017,8699.8417892441,15258.978529196163,4573.753408423402
Deaths,South Asia - WB,Both,15-49 years,Malaria,Number,2017,8012.567756255043,14817.566754888661,3859.5784365538298
Deaths,South Asia - WB,Both,50 to 74 years,Malaria,Number,2017,7788.8134110122655,14881.89632500138,3792.73039057565
Deaths,South Asia - WB,Both,75 plus,Malaria,Number,2017,755.9695013757647,1446.090002295222,366.34568673212846
Deaths,Latin America & Caribbean - WB,Both,Under 5,Malaria,Number,2018,128.11145245230207,297.8633706347057,44.364943093977445
Deaths,Latin America & Caribbean - WB,Both,5-14 years,Malaria,Number,2018,83.18236675980698,190.46850553003918,29.541225326847666
Deaths,Latin America & Caribbean - WB,Both,15-49 years,Malaria,Number,2018,640.7216442042302,1470.50344459555,229.51062605379516
Deaths,Latin America & Caribbean - WB,Both,50 to 74 years,Malaria,Number,2018,269.9213381752141,633.9363435858602,94.58132660996098
Deaths,Latin America & Caribbean - WB,Both,75 plus,Malaria,Number,2018,21.395473258135702,49.86883479809398,7.493809588507777
Deaths,Europe & Central Asia - WB,Both,Under 5,Malaria,Number,2018,0.0,0.0,0.0
Deaths,Europe & Central Asia - WB,Both,5-14 years,Malaria,Number,2018,0.0,0.0,0.0
Deaths,Europe & Central Asia - WB,Both,15-49 years,Malaria,Number,2018,0.0,0.0,0.0
Deaths,Europe & Central Asia - WB,Both,50 to 74 years,Malaria,Number,2018,0.0,0.0,0.0
Deaths,Europe & Central Asia - WB,Both,75 plus,Malaria,Number,2018,0.0,0.0,0.0
Deaths,East Asia & Pacific - WB,Both,Under 5,Malaria,Number,2018,265.35961356697777,742.0587812013534,69.86025257569322
Deaths,East Asia & Pacific - WB,Both,5-14 years,Malaria,Number,2018,111.89588215391822,300.96546202788886,30.36498677740855
Deaths,East Asia & Pacific - WB,Both,15-49 years,Malaria,Number,2018,1091.6094293650056,2622.3438905888656,365.8234288299846
Deaths,East Asia & Pacific - WB,Both,50 to 74 years,Malaria,Number,2018,718.8333728813973,1874.798950193566,234.61052942528602
Deaths,East Asia & Pacific - WB,Both,75 plus,Malaria,Number,2018,45.738002278616655,122.00952715515145,14.262825341116319
Deaths,Middle East & North Africa - WB,Both,Under 5,Malaria,Number,2018,73.87799235199007,230.40965010388703,6.707059759069403
Deaths,Middle East & North Africa - WB,Both,5-14 years,Malaria,Number,2018,43.39253031840425,143.86118392905308,3.6445229775296957
Deaths,Middle East & North Africa - WB,Both,15-49 years,Malaria,Number,2018,3302.6735826213953,9475.961848461126,347.48582292784243
Deaths,Middle East & North Africa - WB,Both,50 to 74 years,Malaria,Number,2018,1043.6829596392352,3588.0291395472595,78.44019553429752
Deaths,Middle East & North Africa - WB,Both,75 plus,Malaria,Number,2018,145.7586378118975,486.8574660019534,10.154873721009452
Deaths,South Asia - WB,Both,Under 5,Malaria,Number,2018,10805.3538485176,22402.90745337981,3972.869191779388
Deaths,South Asia - WB,Both,5-14 years,Malaria,Number,2018,9416.223945313857,19145.800808236498,3453.3244100027073
Deaths,South Asia - WB,Both,15-49 years,Malaria,Number,2018,8993.516461450256,22037.77390981202,2651.8606619362577
Deaths,South Asia - WB,Both,50 to 74 years,Malaria,Number,2018,8801.811586071914,22284.81020674951,2547.3288344394773
Deaths,South Asia - WB,Both,75 plus,Malaria,Number,2018,877.1393863211446,2180.5779158315195,253.69297163922218
Deaths,Sub-Saharan Africa - WB,Both,Under 5,Malaria,Number,2018,344914.8769014176,622652.8857449158,163133.55565340095
Deaths,Sub-Saharan Africa - WB,Both,5-14 years,Malaria,Number,2018,29139.281668896947,54180.1710684121,13053.755907990953
Deaths,Sub-Saharan Africa - WB,Both,15-49 years,Malaria,Number,2018,88342.287486841,168963.1846966746,37850.929923630436
Deaths,Sub-Saharan Africa - WB,Both,50 to 74 years,Malaria,Number,2018,107657.66434048531,207550.23677437977,46583.69477258703
Deaths,Sub-Saharan Africa - WB,Both,75 plus,Malaria,Number,2018,14635.189096567741,29506.155366624484,6238.1645586369805
Deaths,North America,Both,Under 5,Malaria,Number,2018,0.0,0.0,0.0
Deaths,North America,Both,5-14 years,Malaria,Number,2018,0.0,0.0,0.0
Deaths,North America,Both,15-49 years,Malaria,Number,2018,0.0,0.0,0.0
Deaths,North America,Both,50 to 74 years,Malaria,Number,2018,0.0,0.0,0.0
Deaths,North America,Both,75 plus,Malaria,Number,2018,0.0,0.0,0.0
Deaths,Latin America & Caribbean - WB,Both,Under 5,Malaria,Number,2011,241.36655427501768,492.7915403711834,99.7356397589682
Deaths,Latin America & Caribbean - WB,Both,5-14 years,Malaria,Number,2011,148.87429383269605,294.38365580807874,66.02604990084156
Deaths,Latin America & Caribbean - WB,Both,15-49 years,Malaria,Number,2011,874.6847601041411,1704.1963758288093,380.9202691611096
Deaths,Latin America & Caribbean - WB,Both,50 to 74 years,Malaria,Number,2011,320.2422391688476,649.9603388087796,135.5087225692626
Deaths,Latin America & Caribbean - WB,Both,75 plus,Malaria,Number,2011,11.291418141719122,22.85329251887018,4.974337798966984
Deaths,Sub-Saharan Africa - WB,Both,Under 5,Malaria,Number,2019,345485.2077401201,615719.8139315222,163363.2986189411
Deaths,Sub-Saharan Africa - WB,Both,5-14 years,Malaria,Number,2019,29958.666873233273,56428.771384731444,13359.5610553089
Deaths,Sub-Saharan Africa - WB,Both,15-49 years,Malaria,Number,2019,92678.98973611793,177530.80643916148,41250.48276071071
Deaths,Sub-Saharan Africa - WB,Both,50 to 74 years,Malaria,Number,2019,112914.79892055674,219825.9040638065,48429.714309498784
Deaths,Sub-Saharan Africa - WB,Both,75 plus,Malaria,Number,2019,15450.52476001761,31129.28227429216,6484.588964699102
Deaths,Middle East & North Africa - WB,Both,Under 5,Malaria,Number,2019,77.98049557272488,273.52849167333943,4.680911746009087
Deaths,Middle East & North Africa - WB,Both,5-14 years,Malaria,Number,2019,48.586669690733345,170.86669382169865,3.267417579891097
Deaths,Middle East & North Africa - WB,Both,15-49 years,Malaria,Number,2019,3681.4007520330356,10533.34907325207,368.37002321244995
Deaths,Middle East & North Africa - WB,Both,50 to 74 years,Malaria,Number,2019,1210.476628667374,4350.612905558628,90.19216702027724
Deaths,Middle East & North Africa - WB,Both,75 plus,Malaria,Number,2019,168.6184850078962,651.6533613028906,11.613847720630122
Deaths,East Asia & Pacific - WB,Both,Under 5,Malaria,Number,2019,256.6519289926451,686.5357247376704,64.7718801575215
Deaths,East Asia & Pacific - WB,Both,5-14 years,Malaria,Number,2019,110.01982646222919,278.0555064262917,28.954450589620937
Deaths,East Asia & Pacific - WB,Both,15-49 years,Malaria,Number,2019,1048.3243961370474,2812.541135586215,309.6587646024839
Deaths,East Asia & Pacific - WB,Both,50 to 74 years,Malaria,Number,2019,684.6827529525693,1793.4422368969083,194.03972069999227
Deaths,East Asia & Pacific - WB,Both,75 plus,Malaria,Number,2019,42.04026260209325,116.33722931192068,12.19708334628087
Deaths,Europe & Central Asia - WB,Both,Under 5,Malaria,Number,2019,0.0,0.0,0.0
Deaths,Europe & Central Asia - WB,Both,5-14 years,Malaria,Number,2019,0.0,0.0,0.0
Deaths,Europe & Central Asia - WB,Both,15-49 years,Malaria,Number,2019,0.0,0.0,0.0
Deaths,Europe & Central Asia - WB,Both,50 to 74 years,Malaria,Number,2019,0.0,0.0,0.0
Deaths,Europe & Central Asia - WB,Both,75 plus,Malaria,Number,2019,0.0,0.0,0.0
Deaths,North America,Both,Under 5,Malaria,Number,2019,0.0,0.0,0.0
Deaths,North America,Both,5-14 years,Malaria,Number,2019,0.0,0.0,0.0
Deaths,North America,Both,15-49 years,Malaria,Number,2019,0.0,0.0,0.0
Deaths,North America,Both,50 to 74 years,Malaria,Number,2019,0.0,0.0,0.0
Deaths,North America,Both,75 plus,Malaria,Number,2019,0.0,0.0,0.0
Deaths,Europe & Central Asia - WB,Both,Under 5,Malaria,Number,2012,0.0,0.0,0.0
Deaths,Europe & Central Asia - WB,Both,5-14 years,Malaria,Number,2012,0.0,0.0,0.0
Deaths,Europe & Central Asia - WB,Both,15-49 years,Malaria,Number,2012,0.0,0.0,0.0
Deaths,Europe & Central Asia - WB,Both,50 to 74 years,Malaria,Number,2012,0.0,0.0,0.0
Deaths,Europe & Central Asia - WB,Both,75 plus,Malaria,Number,2012,0.0,0.0,0.0
Deaths,Middle East & North Africa - WB,Both,Under 5,Malaria,Number,2012,89.6270183817106,239.7786652287076,16.480493660782024
Deaths,Middle East & North Africa - WB,Both,5-14 years,Malaria,Number,2012,43.292331228173545,114.77967182610325,7.838103838431437
Deaths,Middle East & North Africa - WB,Both,15-49 years,Malaria,Number,2012,3250.716621484805,7103.253659500019,807.1317231771072
Deaths,Middle East & North Africa - WB,Both,50 to 74 years,Malaria,Number,2012,969.8673020339002,2446.242990101666,199.86933320048126
Deaths,Middle East & North Africa - WB,Both,75 plus,Malaria,Number,2012,57.52156377303298,150.1985476663318,11.502045660605106
Deaths,East Asia & Pacific - WB,Both,Under 5,Malaria,Number,2013,1711.1984283025442,3347.245661209924,718.2970050124075
Deaths,East Asia & Pacific - WB,Both,5-14 years,Malaria,Number,2013,725.2670674174176,1451.4209584861194,291.98363970115537
Deaths,East Asia & Pacific - WB,Both,15-49 years,Malaria,Number,2013,4299.682227838436,8165.903261953407,1780.9139507033865
Deaths,East Asia & Pacific - WB,Both,50 to 74 years,Malaria,Number,2013,2836.8097318074783,5458.056488418782,1170.6540796711695
Deaths,East Asia & Pacific - WB,Both,75 plus,Malaria,Number,2013,70.51330918254703,134.673462552064,30.846088710613824
Deaths,South Asia - WB,Both,Under 5,Malaria,Number,2011,25909.939023678373,43362.434675586395,14021.093558629578
Deaths,South Asia - WB,Both,5-14 years,Malaria,Number,2011,22109.16822852751,35909.78565300416,12869.685505368698
Deaths,South Asia - WB,Both,15-49 years,Malaria,Number,2011,17181.895241055754,30949.96967890211,9295.111649161952
Deaths,South Asia - WB,Both,50 to 74 years,Malaria,Number,2011,12446.554649874593,23035.834318229823,6591.426335732913
Deaths,South Asia - WB,Both,75 plus,Malaria,Number,2011,546.3549259984036,1003.094015716066,284.3357182179009
Deaths,Sub-Saharan Africa - WB,Both,Under 5,Malaria,Number,2013,465724.3284055159,771507.2075549192,219577.39904460163
Deaths,Sub-Saharan Africa - WB,Both,5-14 years,Malaria,Number,2013,30868.960810517015,54226.73226550474,13945.069513875369
Deaths,Sub-Saharan Africa - WB,Both,15-49 years,Malaria,Number,2013,88451.60481474623,162422.3149249366,37745.27127785289
Deaths,Sub-Saharan Africa - WB,Both,50 to 74 years,Malaria,Number,2013,107966.37857114788,193088.88820302038,45805.54141180808
Deaths,Sub-Saharan Africa - WB,Both,75 plus,Malaria,Number,2013,6234.63409978851,11993.611531377004,2380.0144517580425
Deaths,Latin America & Caribbean - WB,Both,Under 5,Malaria,Number,2015,130.2064912910378,266.3188126879228,56.084691708602065
Deaths,Latin America & Caribbean - WB,Both,5-14 years,Malaria,Number,2015,74.86512325142219,151.7658956947985,32.44019901672863
Deaths,Latin America & Caribbean - WB,Both,15-49 years,Malaria,Number,2015,532.2244792758495,1075.7761988642555,227.0256327655175
Deaths,Latin America & Caribbean - WB,Both,50 to 74 years,Malaria,Number,2015,219.10353620013805,445.1925964975907,94.86326657163599
Deaths,Latin America & Caribbean - WB,Both,75 plus,Malaria,Number,2015,7.843860357228987,15.723586600287158,3.499981267083823
Deaths,North America,Both,Under 5,Malaria,Number,2013,0.0,0.0,0.0
Deaths,North America,Both,5-14 years,Malaria,Number,2013,0.0,0.0,0.0
Deaths,North America,Both,15-49 years,Malaria,Number,2013,0.0,0.0,0.0
Deaths,North America,Both,50 to 74 years,Malaria,Number,2013,0.0,0.0,0.0
Deaths,North America,Both,75 plus,Malaria,Number,2013,0.0,0.0,0.0
Deaths,Europe & Central Asia - WB,Both,Under 5,Malaria,Number,2016,0.0,0.0,0.0
Deaths,Europe & Central Asia - WB,Both,5-14 years,Malaria,Number,2016,0.0,0.0,0.0
Deaths,Europe & Central Asia - WB,Both,15-49 years,Malaria,Number,2016,0.0,0.0,0.0
Deaths,Europe & Central Asia - WB,Both,50 to 74 years,Malaria,Number,2016,0.0,0.0,0.0
Deaths,Europe & Central Asia - WB,Both,75 plus,Malaria,Number,2016,0.0,0.0,0.0
Deaths,Latin America & Caribbean - WB,Both,Under 5,Malaria,Number,2019,143.55133963209823,339.19267087567266,44.282595849474845
Deaths,Latin America & Caribbean - WB,Both,5-14 years,Malaria,Number,2019,95.100140744651,211.1072929897174,30.826704419484756
Deaths,Latin America & Caribbean - WB,Both,15-49 years,Malaria,Number,2019,749.5480864087375,1732.0633349380096,237.8172924890506
Deaths,Latin America & Caribbean - WB,Both,50 to 74 years,Malaria,Number,2019,327.8973322315586,754.1661335342219,100.60605696691646
Deaths,Latin America & Caribbean - WB,Both,75 plus,Malaria,Number,2019,25.835169208932516,58.72640941695875,8.07963392417113
Deaths,South Asia - WB,Both,Under 5,Malaria,Number,2015,18190.352397082122,29374.335509043907,10411.12169320881
Deaths,South Asia - WB,Both,5-14 years,Malaria,Number,2015,12074.416661595587,19989.61009681035,6688.257687512645
Deaths,South Asia - WB,Both,15-49 years,Malaria,Number,2015,12559.993353806327,23682.79460503991,6248.550991635275
Deaths,South Asia - WB,Both,50 to 74 years,Malaria,Number,2015,12394.000928996604,24286.72524518161,6113.799839820963
Deaths,South Asia - WB,Both,75 plus,Malaria,Number,2015,500.31142385097957,993.1813265518409,238.72938401580566
Deaths,Middle East & North Africa - WB,Both,Under 5,Malaria,Number,2016,104.32227840478923,276.1472937237066,22.710742820342116
Deaths,Middle East & North Africa - WB,Both,5-14 years,Malaria,Number,2016,48.90689583607762,130.35423290296225,9.029711416221867
Deaths,Middle East & North Africa - WB,Both,15-49 years,Malaria,Number,2016,3364.604776511368,8150.576603888889,482.5302104007128
Deaths,Middle East & North Africa - WB,Both,50 to 74 years,Malaria,Number,2016,1059.5470902276313,2905.1998593851877,124.54815932853043
Deaths,Middle East & North Africa - WB,Both,75 plus,Malaria,Number,2016,148.90058224824583,418.03407171033734,14.6740902315359
Deaths,South Asia - WB,Both,Under 5,Malaria,Number,2019,10323.433689657755,21956.80333598653,4146.1005123719015
Deaths,South Asia - WB,Both,5-14 years,Malaria,Number,2019,9326.74850511117,20483.723382856017,3495.543773052893
Deaths,South Asia - WB,Both,15-49 years,Malaria,Number,2019,8926.160861707473,23867.147439283235,2725.2399402457186
Deaths,South Asia - WB,Both,50 to 74 years,Malaria,Number,2019,8602.439065763685,23876.46145768284,2563.897021722267
Deaths,South Asia - WB,Both,75 plus,Malaria,Number,2019,865.5857295589781,2539.4294762040045,258.1472388217127
Deaths,North America,Both,Under 5,Malaria,Number,2017,0.0,0.0,0.0
Deaths,North America,Both,5-14 years,Malaria,Number,2017,0.0,0.0,0.0
Deaths,North America,Both,15-49 years,Malaria,Number,2017,0.0,0.0,0.0
Deaths,North America,Both,50 to 74 years,Malaria,Number,2017,0.0,0.0,0.0
Deaths,North America,Both,75 plus,Malaria,Number,2017,0.0,0.0,0.0
Deaths,East Asia & Pacific - WB,Both,Under 5,Malaria,Number,2017,373.1613070059698,704.2494206693932,157.0685481738436
Deaths,East Asia & Pacific - WB,Both,5-14 years,Malaria,Number,2017,152.62920161190326,286.6461565671729,64.19693279958695
Deaths,East Asia & Pacific - WB,Both,15-49 years,Malaria,Number,2017,1603.6122872619296,2923.0967772487165,699.0143449771724
Deaths,East Asia & Pacific - WB,Both,50 to 74 years,Malaria,Number,2017,1050.4352172970227,2034.060552758778,413.39412415022986
Deaths,East Asia & Pacific - WB,Both,75 plus,Malaria,Number,2017,70.0503717703568,156.3404557004561,22.244169451484773
Deaths,Sub-Saharan Africa - WB,Both,Under 5,Malaria,Number,2017,355340.1412005312,642093.4955596833,161776.66940242922
Deaths,Sub-Saharan Africa - WB,Both,5-14 years,Malaria,Number,2017,28305.932810422284,52521.0255484984,12206.346704315763
Deaths,Sub-Saharan Africa - WB,Both,15-49 years,Malaria,Number,2017,84587.24854567314,162374.90073146552,36320.57451598575
Deaths,Sub-Saharan Africa - WB,Both,50 to 74 years,Malaria,Number,2017,102873.44043282053,202911.75132005865,42852.17131230044
Deaths,Sub-Saharan Africa - WB,Both,75 plus,Malaria,Number,2017,13715.074197476464,28422.72327086392,5573.122319092954
