ID,round,phase,OB_1,OB_2,OB_3,OB_4,AS_1,AS_2,AS_3,AS_4,dwmean_1,dwmean_2,dwmean_3,dwmean_4,schemas_1,schemas_2,schemas_3,schemas_4,RT_1,RT_2,RT_3,RT_4,payoff,accuracy,performance,novelty,breakR,afterbreak,type
H1041,1,1,20,19,9,3,196,43,29,3,0.60727839,0.758361561,0.314651327,0.918693986,1,2,1,9,153.4097746,37.6741548,10.8276193,4.609829443,4.25,0,17,0,5,0,H
H1041,1,2,20,5,5,3,280,13,7,3,0.330150556,0.286373521,0.7605435,0.814255561,3,6,6,3,97.1265553,5.1322935,7.1604096,3.959062443,4.25,0.5,17,0,5,0,H
H1041,2,3,20,7,5,20,182,15,8,51,0.613264586,0.425336825,0.459359611,0.720254047,5,5,5,6,115.5026064,7.6594381,5.1012917,38.20225334,5.5,0.5,22,0,5,0,H
H1041,2,4,20,5,11,15,72,5,14,21,0.517372059,0.5616988,0.404689813,0.585541947,10,8,9,10,39.967286,3.9002231,6.4293677,13.41095314,6,1,72,0,5,0,H
H1041,3,5,20,14,8,4,162,42,14,6,0.63395037,0.289853788,0.827847347,0.234825078,1,9,1,9,103.8189381,13.5247735,13.7907888,3.125860343,3,0,12,0,5,0,H
H1041,3,6,20,7,5,13,129,12,10,13,0.745942665,0.469180677,0.499301291,0.550073574,3,8,8,3,98.2656205,7.2074122,7.0504033,8.886097743,3.5,0,14,0,5,0,H
H1041,4,7,20,1,9,14,144,0,9,29,0.498663006,2.8381624,0.3198183,0.398322783,3,2,8,3,73.5542071,3.4941998,3.7912169,13.86017864,3,0,12,0,5,0,H
H1041,4,8,20,6,9,12,102,10,11,18,0.765169979,0.411296245,0.679955558,0.356967784,5,4,1,6,79.6695568,5.2883025,9.5945488,8.232817643,4.25,0,17,0,5,0,H
H1041,5,9,20,9,6,4,64,13,9,3,0.937192065,0.893693971,0.87665014,0.867814386,3,10,10,15,60.9174842,13.5877772,9.9215675,4.314305743,3.5,0,14,1,5,1,H
H1041,5,10,20,6,3,15,117,6,3,20,0.579846725,0.376592957,0.647287,0.88445595,7,14,14,13,69.0929519,2.9951713,2.9951713,19.27561504,4.75,0,19,1,5,1,H
H1041,6,11,20,4,17,12,66,4,33,16,0.658231679,0.47482716,0.628624191,0.6194472,13,13,12,15,44.8655662,3.4641981,22.1202652,12.12151304,4.5,0,18,1,5,1,H
H1041,6,12,20,2,20,8,88,2,56,12,0.739682757,0.832047567,0.760289102,0.570234273,10,6,3,11,66.7838198,3.1671811,44.0255181,9.173146343,3.75,0,15,1,5,1,H
H1041,7,13,20,5,16,15,205,6,66,120,0.276030351,0.336447814,0.355303903,0.37873634,14,4,14,15,57.7203014,3.0571749,24.320391,46.20111854,4.75,0.5,19,1,5,1,H
H1041,7,14,20,6,6,4,102,8,9,6,0.371215407,0.345019744,0.49612838,0.316446671,11,6,7,7,39.1562396,3.6662097,6.2403569,3.101469543,3.25,0,13,1,5,1,H
H1041,8,15,20,14,10,7,130,18,11,9,0.680680153,0.445814974,0.557698567,0.430740374,7,7,15,10,89.2001019,9.5325452,7.4554265,5.509472543,4,0,16,1,5,1,H
H1041,8,16,20,4,16,3,58,6,28,3,0.607594076,1.161209271,0.515891572,0.553101836,12,13,13,6,36.3790808,8.8925086,16.5519467,3.241466243,5,0,20,1,5,1,H
H1041,9,17,18,14,8,4,32,13,11,4,0.727041582,1.320432664,0.724041408,0.42162412,14,6,13,12,24.4914008,19.8121332,9.4535407,3.278460243,4.25,0,17,1,5,1,H
H1041,9,18,20,6,8,3,42,7,10,2,0.606988205,0.46590165,0.557395518,0.696632548,4,10,15,3,26.4275116,4.6482659,7.0354024,3.352969843,3.75,0,15,1,5,1,H
H1041,10,19,20,9,6,2,51,10,8,2,0.70590576,0.343110536,0.206234022,1.096396033,4,3,3,3,36.7070995,4.5402597,2.901166,4.156454543,4.75,0,19,1,5,1,H
H1041,10,20,12,9,16,16,24,14,42,23,0.625875796,0.20174488,0.415046995,1.142452606,6,13,11,6,15.6468949,3.6342079,17.8470208,28.12090264,3.25,0.5,13,1,5,1,H
H1041,11,21,20,12,13,14,59,13,28,25,0.79297869,0.720826943,0.422300017,0.341942635,12,10,10,6,48.8587946,11.0916344,13.9307968,9.733425043,4.5,0,18,1,5,1,H
H1041,11,22,20,4,4,9,176,3,3,18,0.672128839,1.107813375,0.6082848,0.375810286,11,3,7,7,119.044809,5.2262989,3.4941999,7.967442743,3.75,0,15,1,5,1,H
H1041,12,23,20,1,10,10,83,0,15,21,0.488444604,2.0131151,0.234950938,0.282925277,15,11,15,15,41.0903502,3.1671812,4.8052748,7.234514343,4,0,16,1,5,1,H
H1041,12,24,20,2,5,11,76,1,27,11,0.486846029,0.97455575,0.1426153,0.546612679,6,6,10,12,38.236187,2.3711356,4.4612552,7.292394043,3.75,0.5,15,1,5,1,H
H1050,1,1,15,2,20,4,43,3,57,6,0.241513818,0.198761375,0.539858466,0.9114807,4,4,5,4,38.9672288,1.3580777,43.2114715,7.370459496,2,1,24,0,5,0,H
H1050,1,2,20,3,16,5,244,2,44,4,0.633905644,0.691706233,0.512362633,0.37782162,8,10,8,6,166.0474974,2.9331678,25.5054588,2.795653796,3.5,0.5,14,0,5,0,H
H1050,2,3,20,5,11,4,111,4,17,11,0.756480767,0.57103266,0.200011439,0.085671567,3,3,3,4,93.0393215,3.2291847,11.3566496,3.508069696,5,0,20,0,5,0,H
H1050,2,4,20,9,11,17,109,9,36,37,0.858549109,0.64263676,0.322964416,0.771280961,8,8,8,8,109.0602379,7.5194301,13.7897887,32.6849331,6,1,72,0,5,0,H
H1050,3,5,20,5,10,18,105,4,20,88,0.475064909,0.577033,0.342495781,0.58560653,6,1,1,1,54.1480971,3.4321963,7.7064408,56.4032573,5.5,0.5,22,0,5,0,H
H1050,3,6,20,6,11,5,55,14,10,6,0.943589686,0.44509212,0.799863936,0.964912329,5,3,4,5,57.5952943,7.5504318,9.4385399,7.030556996,6,1,72,0,5,0,H
H1050,4,7,20,4,5,2,138,3,5,1,0.366207996,0.22626295,0.309351033,0.8970513,10,8,6,10,54.2241014,1.4980857,1.9651124,1.847992396,6,1,72,0,5,0,H
H1050,4,8,20,2,4,16,50,3,14,44,0.870049767,0.417273875,0.077937787,0.666788042,9,4,5,4,48.9217981,2.1371223,1.731099,31.8095652,6,1,72,0,5,0,H
H1050,5,9,20,12,13,11,111,55,74,23,0.364092254,0.351037929,0.340019452,0.252306092,10,11,7,10,45.0995795,22.4802858,29.4996873,8.481476596,4.5,0,18,1,5,1,H
H1050,5,10,20,3,3,6,63,2,5,13,0.724713323,0.2760158,0.3563537,0.206226086,15,4,14,4,56.8002488,3.0571748,5.7723302,4.115061596,5,0,20,1,5,1,H
H1050,6,11,20,15,18,2,58,28,23,2,0.868049651,0.594413307,0.508279067,1.425748233,12,13,13,11,54.02409,21.7162421,13.4927718,5.206898896,3.5,0,14,1,5,1,H
H1050,6,12,19,7,2,3,95,12,1,5,0.275401167,0.381714138,0.19501115,0.150841967,15,10,3,4,33.3369067,6.2713587,0.7960456,1.722022196,6,1,72,1,5,1,H
H1050,7,13,20,15,9,4,47,16,12,7,0.893738621,0.700157688,0.758427992,0.957429762,4,12,13,12,43.2434734,13.321762,10.7506149,8.663322796,4.25,0,17,1,5,1,H
H1050,7,14,20,5,6,3,51,4,7,4,0.660883956,0.35882052,0.466026662,0.162852659,10,6,3,6,35.2090138,2.465141,4.8202757,0.814263296,5.25,0.5,21,1,5,1,H
H1050,8,15,20,3,2,7,72,2,2,14,0.528482285,0.187344067,0.556365133,0.213212193,13,7,13,7,39.9362842,1.3270759,2.464141,5.056136996,5,0.5,20,1,5,1,H
H1050,12,23,6,4,20,4,6,7,170,4,0.296302657,0.374396412,0.223504012,0.56783248,12,3,10,12,42.8994538,3.900223,39.109237,3.673015596,5.25,0.5,21,1,5,1,H
H1050,12,24,11,2,8,2,23,1,9,1,0.855465596,0.59303395,0.32761873,0.28101605,11,11,6,13,32.3388496,1.7941027,3.899223,5.733245996,4.75,0,19,1,5,1,H
H1433,1,1,19,5,9,6,116,9,19,17,0.517209073,0.24971428,0.64893712,0.34324185,9,1,9,8,93.2263323,3.1191784,13.7907888,8.365182728,5,0,20,0,7,0,H
H1433,1,2,11,11,6,19,34,22,10,80,0.591490974,0.412936661,0.699039982,0.567946064,7,7,7,5,29.6436955,13.6157788,8.7364997,48.46753953,3.5,0.5,14,0,7,0,H
H1433,2,3,8,5,13,4,7,6,28,5,1.446707775,1.129921786,0.954571841,1.745359571,2,4,2,4,11.7446718,8.5644899,28.2826176,11.37720923,2.75,0.5,11,0,7,0,H
H1433,2,4,5,10,4,5,5,17,9,6,0.56686575,1.150899161,0.54283106,0.656069161,9,7,8,7,4.3212471,21.6842403,6.6923828,5.247521628,2.75,0.5,11,0,7,0,H
H1433,3,5,17,4,13,2,41,4,14,2,0.696444595,0.3338191,1.260538773,0.844325843,2,5,4,5,29.9677141,3.1981829,19.8901377,3.297021228,3.5,0,14,0,7,0,H
H1433,3,6,11,3,4,18,29,2,5,33,0.475327187,0.431691367,0.551198183,1.341396639,10,7,7,7,15.2568726,1.2950741,3.4631981,47.47559273,3,1,36,0,7,0,H
H1433,4,7,18,2,6,11,43,3,7,37,0.738860445,0.214012225,0.836922863,0.414260539,8,10,8,9,35.7090424,1.7621008,7.4594266,16.74165843,2.5,0.5,10,0,7,0,H
H1433,4,8,11,3,14,7,21,2,65,8,0.604898227,1.9447779,0.316730236,0.782229681,1,1,7,5,15.2878744,6.5203729,21.5592331,7.040067128,5.5,0.5,22,0,7,0,H
H1433,5,9,20,8,5,2,72,12,6,2,0.722479682,0.427178277,0.519315414,0.853433609,2,10,6,10,54.3641095,6.4583694,4.493257,3.324344528,4.5,0,18,0,7,0,H
H1433,5,10,14,8,3,12,46,17,2,41,0.521263855,0.884050561,1.622092733,0.553578127,5,3,7,3,25.5844633,17.0509753,5.0072864,23.34428673,6,1,72,0,7,0,H
H1433,6,11,9,15,4,6,16,44,4,6,0.711158324,0.843426022,0.56443226,0.78346699,8,7,7,5,12.0896915,38.1111799,3.0571748,6.061301928,4,0,16,0,7,0,H
H1433,6,12,11,4,15,18,30,3,31,45,0.674845052,0.366520975,0.969649209,0.946510659,1,2,4,10,20.9201966,1.4660839,31.1067792,44.17781483,6,1,72,0,7,0,H
H1433,7,13,20,10,4,4,78,15,5,4,0.834313544,0.483652662,0.428857867,0.453813086,10,14,14,12,65.9417717,8.3934801,3.2751873,2.955104628,4.5,0,18,1,7,1,H
H1433,7,14,11,8,1,1,23,10,0,0,0.793670396,0.709040555,2.7611579,2.284986328,3,13,13,3,19.1260939,8.3474775,3.6952113,3.190038128,4.75,0,19,1,7,1,H
H1433,8,15,19,5,2,2,56,7,1,2,0.862101942,0.308267625,0.2185125,0.099005667,13,6,13,13,49.1398107,3.0571748,1.2010687,0.764237328,5.5,0.5,22,1,7,1,H
H1433,8,16,16,3,5,3,33,3,6,2,0.823164732,0.92405285,0.167152414,0.930678976,14,4,10,15,28.1116079,4.3062463,1.8561061,3.494077128,4.75,0,19,1,7,1,H
H1433,9,17,20,3,6,4,59,4,5,3,0.765743798,0.14300818,0.221012633,0.272840032,14,13,12,12,45.9446279,1.3550775,1.9971142,1.761398528,4,0,16,1,7,1,H
H1433,9,18,16,12,3,6,32,15,4,7,0.429236673,0.742979994,0.63303622,0.247794954,3,3,15,15,14.1648102,12.9167388,3.9312249,2.622396228,4.5,0,18,1,7,1,H
H1433,10,19,20,9,4,16,50,13,8,31,0.957427312,0.463526514,0.521807622,0.816077925,13,6,14,11,49.4058258,6.5993775,5.2883025,26.19014213,3,1,36,1,7,1,H
H1433,10,20,15,5,3,5,19,4,2,6,1.113163665,0.2654152,0.754043133,0.591408504,10,10,3,10,22.292275,1.7631009,2.9331677,4.669889828,4.5,0,18,1,7,1,H
H1433,11,21,8,9,3,4,10,10,6,6,0.9332352,0.795772782,0.2985885,0.327227518,6,14,6,6,10.2655872,9.6565523,2.7291561,2.929629128,4,0,16,1,7,1,H
H1433,11,22,19,10,20,3,66,19,125,3,0.666157504,0.5576819,0.358179217,0.653864057,3,10,15,7,44.6325528,11.7936746,45.8016197,2.974476828,3.75,0,15,1,7,1,H
H1433,12,23,20,7,4,2,85,7,6,1,0.887574022,0.3881472,0.343162486,0.2810161,6,14,7,6,76.4413722,3.759215,2.4021374,0.618935228,3,1,36,1,7,1,H
H1433,12,24,19,5,2,2,40,14,1,1,1.317660729,0.248480887,0.8355478,0.859122314,12,12,10,12,54.0870936,4.5382596,1.7020974,2.155269628,3.75,0.5,15,1,7,1,H
H1433,13,25,7,11,5,3,16,32,13,7,0.691921929,0.568244624,0.173867086,0.154955391,11,15,12,11,11.7936745,19.3591073,2.5591464,1.270644928,4.75,0,19,1,7,1,H
H1433,13,26,7,19,4,12,12,41,4,16,0.965978323,1.219784055,0.18101036,0.607979531,13,13,13,3,12.5577182,51.7139579,1.4350821,11.30270733,5.5,0,22,1,7,1,H
H1433,14,27,12,13,10,8,31,26,19,9,0.777075697,1.347928948,0.93760363,0.500475063,10,12,14,14,25.054433,37.1281236,19.1100931,5.629786428,4.5,0,18,1,7,1,H
H1433,14,28,20,4,2,4,110,4,1,11,0.440295453,0.28081606,1.0455598,0.672121775,7,3,4,15,50.2468739,1.4040803,2.4331392,8.261294128,3.25,0.5,13,1,7,1,H
H1800,1,1,20,9,12,5,212,10,27,9,0.726914816,0.496392027,0.997271325,0.765561697,7,3,3,4,209.6339904,6.4893712,30.1867266,8.887687369,2.75,0.5,11,0,5,0,H
H1800,1,2,20,3,13,8,69,2,28,9,0.996156973,1.102396367,0.934467248,1.193872227,8,10,6,10,76.2673622,4.0092293,28.4076248,12.90677767,3,0,12,0,5,0,H
H1800,2,3,20,19,10,15,91,74,20,41,0.766522102,0.558951969,0.821713667,0.618191399,10,10,10,10,75.301307,43.7115002,18.6740681,27.74214037,6,1,72,0,5,0,H
H1800,2,4,8,3,3,18,31,4,2,70,0.660537778,0.2184125,0.4573595,1.222478372,7,7,8,6,23.6493526,1.4980857,1.5750901,90.32888007,3.5,0.5,14,0,5,0,H
H1800,3,5,20,2,4,2,104,1,5,2,0.656085147,0.77204415,0.982889567,0.795712167,2,5,4,1,71.0430635,2.168124,7.2234131,3.418564769,3.25,0,13,0,5,0,H
H1800,3,6,12,5,7,5,15,6,9,4,0.655287475,0.648465671,0.29031659,0.384788354,9,9,3,10,11.731671,5.5543177,4.9292819,2.656983669,5,0,20,0,5,0,H
H1800,4,7,20,4,7,3,98,4,12,4,0.525797751,0.67423856,0.279477523,0.219294534,2,2,1,2,53.3990542,4.493257,4.4612552,2.218536869,4.75,0,19,0,5,0,H
H1800,4,8,20,2,4,11,118,2,3,24,0.509012305,0.587366933,0.4845277,0.404983168,7,7,10,10,62.6975861,2.9631694,2.5591464,10.83737437,3,1,36,0,5,0,H
H1800,5,9,20,6,10,5,127,5,13,4,0.553562911,0.4293579,0.772044157,0.97345568,10,6,10,14,74.0692365,3.1061777,11.5586611,6.811096169,4.75,0,19,0,5,1,H
H1800,5,10,20,4,19,4,61,9,50,4,0.654650347,0.37602151,0.494910661,0.21841248,15,11,11,3,44.0545198,4.493257,26.7855321,2.077251969,4.75,0,19,0,5,1,H
H1800,6,11,19,3,4,15,44,2,4,35,0.87016088,0.5666991,0.38362194,0.871855425,15,4,15,14,40.3573083,2.3711356,2.2631295,33.15284197,4,1,48,1,5,1,H
H1800,6,12,20,5,20,12,66,8,63,32,0.84846644,0.5286969,0.675741781,0.976722521,10,10,10,6,60.0134326,5.3973087,45.1625832,34.47649207,5.5,0.5,22,1,5,1,H
H1800,7,13,20,4,20,4,76,4,42,7,0.970055484,0.19961142,0.605848609,0.327441421,6,7,13,7,74.9432865,1.7471,26.7695311,4.304627669,4,0,16,1,5,1,H
H1800,7,14,20,7,7,13,36,8,6,28,0.991651314,0.343241844,0.637322171,1.019368652,15,10,15,12,38.0011736,3.7912168,4.4612552,30.44263857,3.5,0.5,14,1,5,1,H
H1800,8,15,20,2,3,17,79,1,5,41,0.981056114,0.71804105,0.35618705,0.531678606,14,7,7,13,79.077523,1.7941026,2.1371223,23.96859517,3.75,0.5,15,1,5,1,H
H1800,8,16,19,2,10,5,43,2,11,15,0.712290739,0.301350567,0.968472058,0.298329563,15,15,12,4,32.0738345,1.9961142,12.3557067,6.156447869,3.75,0,15,1,5,1,H
H1800,9,17,17,4,13,3,55,7,16,4,0.603391657,0.263265062,0.803810682,0.722506574,3,3,7,7,34.7729889,2.6991544,14.5228306,4.346574869,4,1,48,1,5,1,H
H1800,9,18,20,6,12,2,95,7,15,1,0.508810354,0.446525538,0.564532288,0.91255225,14,10,14,4,50.3888821,4.19624,9.7655585,2.547541769,3.75,0,15,1,5,1,H
H1800,10,19,18,4,2,17,33,5,1,35,1.037441691,0.28601635,0.41302365,0.984069652,10,10,14,12,36.2700745,2.2781303,1.1850678,36.09854577,5.75,0.5,23,1,5,1,H
H1800,10,20,20,4,15,3,53,6,21,6,0.696780594,0.485742071,0.843866445,0.327590157,13,15,3,13,38.7972191,4.0092293,18.8760796,3.227824569,4,0,16,1,5,1,H
H1800,11,21,19,3,9,8,51,2,19,8,0.693289652,0.317351467,0.62553578,0.517007297,14,10,7,11,37.1751263,1.9351107,13.7897887,5.355105769,3.75,0,15,1,5,1,H
H1800,11,22,12,1,5,5,19,0,11,13,1.134064865,0.733042,0.254847908,0.287921941,3,3,12,3,24.336392,1.5120865,4.2272417,4.826952769,4.5,0,18,1,5,1,H
H1800,12,23,20,6,2,4,81,10,2,4,0.514029401,0.300653555,0.7437092,0.46482658,15,4,12,10,42.2914189,4.1652382,3.1981829,3.269312569,5.25,0,21,1,5,1,H
H1800,12,24,10,14,4,3,18,28,3,3,0.662511579,0.605172545,0.6082848,0.405523175,13,13,6,14,13.916796,18.9850859,3.3061891,3.203936369,5,0,20,1,5,1,H
H1802,1,1,20,8,18,20,88,19,84,99,0.314085382,0.51327936,0.3870692,0.437906766,5,5,8,9,48.5007741,12.5267165,36.9721147,56.25438927,5.5,0.5,22,0,6,0,H
H1802,1,2,20,8,2,6,54,8,2,8,0.312308775,1.203068811,0.775044333,0.377799389,7,6,6,4,21.2632162,16.0209163,3.7282133,4.235462771,5.25,0,21,0,6,0,H
H1802,2,3,15,12,4,9,51,27,19,77,0.23128246,0.330376036,0.400122895,0.147008408,1,10,10,1,14.1178075,9.6565523,8.8915086,12.58278267,5.25,0.5,21,0,6,0,H
H1802,2,4,7,5,6,10,25,11,13,10,0.201319208,0.338019342,0.153723079,0.123286979,3,9,4,5,5.6253218,5.6003203,2.7611579,1.964191471,4.5,0,18,0,6,0,H
H1802,3,5,18,15,9,8,73,100,37,31,0.262028499,0.179475611,0.162219805,0.130694975,4,3,3,2,21.8862518,20.5141733,7.0994061,4.803652071,4.5,0,18,0,6,0,H
H1802,3,6,20,14,6,19,219,42,13,129,0.22393099,0.254665728,0.093576779,0.148685428,6,7,1,6,54.3821105,11.6216647,1.9041089,21.11137897,4.75,0,19,0,6,0,H
H1802,4,7,19,2,19,4,102,2,105,7,0.229304378,0.208345267,0.269977707,0.162247746,6,4,6,1,23.7743598,1.3730786,33.8989389,1.937018471,5,0,20,0,6,0,H
H1802,4,8,11,12,20,1,30,29,167,0,0.291855403,0.320851683,0.248478497,0.7640437,7,9,3,3,10.997629,9.8295623,46.5646633,1.547784671,5,0,20,0,6,0,H
H1802,5,9,20,4,12,20,227,4,17,99,0.257260329,0.12180698,0.578144183,0.178780222,5,5,2,9,63.0406058,1.0770616,11.3556495,52.46959547,6,1,72,0,6,0,H
H1802,5,10,7,19,5,2,22,131,5,5,0.178401513,0.236149868,0.366687633,0.189677517,6,10,7,7,6.3343623,48.2037571,2.9661696,1.776955971,4.5,0.5,18,0,6,0,H
H1802,6,11,20,5,5,5,135,10,7,11,0.200040854,0.090732464,0.103380888,0.158166114,6,6,12,13,41.9483993,2.5271446,7.51943,2.272014771,5,0,20,0,6,1,H
H1802,6,12,11,3,19,17,36,12,116,108,0.233986357,0.181164208,0.302000179,0.244813514,14,11,7,11,12.8387344,2.9631695,36.5670915,27.04269367,5.25,0.5,21,0,6,1,H
H1802,7,13,20,7,8,8,169,15,30,26,0.243996309,0.196011212,0.113232281,0.128507006,11,13,6,6,41.5423761,4.4622552,4.6642668,3.765706171,3.75,0,15,1,6,1,H
H1802,7,14,20,20,5,20,77,127,20,188,0.282182806,0.20950417,0.238489833,0.2616326,14,10,14,15,23.1043215,27.3155624,5.4283105,94.90116117,5,0.5,20,1,6,1,H
H1802,8,15,16,6,5,4,58,8,6,4,0.305153046,0.337908211,0.198582786,0.181317694,11,13,13,14,21.7162421,3.0411739,1.3900795,1.704634171,4.75,0,19,1,6,1,H
H1802,8,16,14,7,9,7,57,13,9,8,0.274360522,0.123649936,0.32461856,0.312443108,3,6,3,3,17.3629931,1.7310991,3.2461856,5.369134271,4.5,0,18,1,6,1,H
H1802,9,17,20,5,4,4,63,4,5,3,0.32125275,0.18101036,0.143008183,0.208725968,11,14,14,7,22.5572902,1.4980857,0.8580491,1.208925271,4,0,16,1,6,1,H
H1802,9,18,15,5,3,9,29,12,7,12,0.408190013,0.271246292,0.078004462,0.165434359,4,3,10,10,13.4467691,4.1342365,1.3730785,2.509667171,3.75,0,15,1,6,1,H
H1834,1,1,19,3,5,18,87,4,28,86,0.396988617,0.17160982,0.208184321,0.274153004,4,3,4,4,58.6633553,0.8580491,6.0373453,24.91237206,2.75,0.5,11,0,6,0,H
H1834,1,2,11,18,7,4,29,79,25,18,0.198178003,0.351582609,0.648037065,0.161554288,2,9,1,2,10.1555809,28.1266087,16.8489637,3.069531465,4,0,16,0,6,0,H
H1834,2,3,20,2,7,3,137,1,9,2,0.343439935,0.46852675,0.80654614,0.377728022,5,8,1,1,48.3917678,1.0610607,8.0964631,1.133184065,3.5,0,14,0,6,0,H
H1834,2,4,18,4,11,14,71,4,30,33,0.606895824,0.087205,0.321082881,0.601110655,3,4,7,7,45.2715893,0.436025,9.9535693,20.67177556,5.25,0,21,0,6,0,H
H1834,3,5,11,1,17,17,18,0,32,36,1.080535484,0.5300304,0.836744827,0.914439672,4,4,3,3,20.5301742,0.5300304,27.6125793,33.83426786,3.75,0.5,15,0,6,0,H
H1834,3,6,20,2,1,11,125,1,0,38,0.632917153,0.3120178,2.6681527,0.455894948,6,5,5,7,79.7475613,0.6240356,2.6681527,17.77990296,4.5,0.5,18,0,6,0,H
H1834,4,7,15,20,5,19,27,180,4,52,0.758257657,0.389569243,0.17801018,0.669734145,9,1,2,2,21.2312144,70.512033,0.8900509,35.49590966,4,0,16,0,6,0,H
H1834,4,8,20,3,4,16,122,2,5,44,0.308326578,0.301683933,0.106506083,0.365698495,4,3,4,4,37.9241691,0.9050518,0.6390365,16.45643226,2,1,24,0,6,0,H
H1834,5,9,18,3,2,20,107,3,2,37,0.463526512,0.39777275,0.722708,0.619458791,5,5,9,2,50.0608633,1.591091,2.168124,23.63343936,3.75,0.5,15,0,6,0,H
H1834,5,10,20,2,13,9,79,1,38,11,0.751730499,0.1560089,0.832021949,0.77328788,8,10,1,10,63.4456289,0.3120178,32.448856,9.279454565,5,0,20,0,6,0,H
H1834,6,11,20,2,4,19,126,1,9,66,0.590120367,0.45152585,0.23551347,0.639415813,13,13,4,3,74.9452866,0.9030517,2.3551347,42.84085946,4.75,0,19,1,6,1,H
H1834,6,12,20,5,18,18,255,6,36,44,0.354172601,0.115863771,0.403914995,0.67230905,6,6,6,6,95.6604715,0.8110464,14.9448548,30.25390726,4,1,48,1,6,1,H
H1834,7,13,17,2,19,18,79,1,81,93,0.300717201,0.8655495,0.303968605,0.229332869,12,4,12,12,26.0364893,1.7631008,25.194441,21.83830566,2.5,0.5,10,1,6,1,H
H1834,7,14,17,4,2,18,65,5,1,84,0.27227315,0.283349533,0.53053035,0.318782941,11,7,7,13,21.4502269,1.7000972,1.0610607,32.66754586,3.75,0.5,15,1,6,1,H
H1834,8,15,20,2,12,20,96,1,32,137,0.600549812,0.4525259,0.507695703,0.376486778,3,10,3,12,59.4524005,0.9050518,17.1909833,55.79839516,4.5,0.5,18,1,6,1,H
H1834,8,16,17,4,5,11,60,3,7,32,0.400973752,0.132507575,0.3548953,0.432801008,4,4,15,4,25.0334319,0.5300303,2.8701642,14.64045376,2,1,24,1,6,1,H
H1834,9,17,19,7,6,19,153,16,8,106,0.379261953,0.236778253,0.407356622,0.455729928,4,4,10,15,58.5153469,4.0252303,3.6662096,48.87210846,2,1,24,1,6,1,H
